ele,x,y,z,flip
-1504.21997,-19.09144766,55.83350856,1294.25003,1504.21997
-1512.05005,-19.07348136,55.83350856,1286.41995,1512.05005
-1517.93994,-19.05551505,55.83350856,1280.53006,1517.93994
-1676.87,-20.76231409,55.82089417,1121.6,1676.87
-1720.77002,-20.74434779,55.82089417,1077.69998,1720.77002
-1719.45996,-20.72638148,55.82089417,1079.01004,1719.45996
-1691.90002,-20.70841517,55.82089417,1106.56998,1691.90002
-1701.71997,-20.69044887,55.82089417,1096.75003,1701.71997
-1710.44995,-20.67248256,55.82089417,1088.02005,1710.44995
-1726.88,-20.65451626,55.82089417,1071.59,1726.88
-1748.32996,-20.63654995,55.82089417,1050.14004,1748.32996
-1764.67004,-20.61858365,55.82089417,1033.79996,1764.67004
-1760.81995,-20.60061734,55.82089417,1037.65005,1760.81995
-1777.25,-20.58265103,55.82089417,1021.22,1777.25
-1793.68005,-20.56468473,55.82089417,1004.78995,1793.68005
-1801.23999,-20.54671842,55.82089417,997.23001,1801.23999
-1792.14001,-20.52875212,55.82089417,1006.32999,1792.14001
-1825.94995,-20.51078581,55.82089417,972.52005,1825.94995
-1818.12,-20.49281951,55.82089417,980.35,1818.12
-1845.77002,-20.4748532,55.82089417,952.69998,1845.77002
-1858.97998,-20.45688689,55.82089417,939.49002,1858.97998
-1833.22998,-20.43892059,55.82089417,965.24002,1833.22998
-1827.97998,-20.42095428,55.82089417,970.49002,1827.97998
-1824.94995,-20.40298798,55.82089417,973.52005,1824.94995
-1827.31006,-20.38502167,55.82089417,971.15994,1827.31006
-1821.78003,-20.36705537,55.82089417,976.68997,1821.78003
-1831.65002,-20.34908906,55.82089417,966.81998,1831.65002
-1843.81995,-20.33112275,55.82089417,954.65005,1843.81995
-1828.53003,-20.31315645,55.82089417,969.93997,1828.53003
-1806.43994,-20.29519014,55.82089417,992.03006,1806.43994
-1807.12,-20.27722384,55.82089417,991.35,1807.12
-1812.59998,-20.25925753,55.82089417,985.87002,1812.59998
-1809.43005,-20.24129123,55.82089417,989.03995,1809.43005
-1811.59998,-20.22332492,55.82089417,986.87002,1811.59998
-1819.60999,-20.20535862,55.82089417,978.86001,1819.60999
-1792.09998,-20.18739231,55.82089417,1006.37002,1792.09998
-1777.47998,-20.169426,55.82089417,1020.99002,1777.47998
-1751.28003,-20.1514597,55.82089417,1047.18997,1751.28003
-1757.52002,-20.13349339,55.82089417,1040.94998,1757.52002
-1732.21997,-20.11552709,55.82089417,1066.25003,1732.21997
-1730.68005,-20.09756078,55.82089417,1067.78995,1730.68005
-1748.60999,-20.07959448,55.82089417,1049.86001,1748.60999
-1735.53003,-20.06162817,55.82089417,1062.93997,1735.53003
-1733.31006,-20.04366186,55.82089417,1065.15994,1733.31006
-1726.79004,-20.02569556,55.82089417,1071.67996,1726.79004
-1718.18994,-20.00772925,55.82089417,1080.28006,1718.18994
-1716.19995,-19.98976295,55.82089417,1082.27005,1716.19995
-1709.09998,-19.97179664,55.82089417,1089.37002,1709.09998
-1706.06006,-19.95383034,55.82089417,1092.40994,1706.06006
-1704.89001,-19.93586403,55.82089417,1093.57999,1704.89001
-1698.81995,-19.91789772,55.82089417,1099.65005,1698.81995
-1703.30005,-19.89993142,55.82089417,1095.16995,1703.30005
-1706.02002,-19.88196511,55.82089417,1092.44998,1706.02002
-1707.32996,-19.86399881,55.82089417,1091.14004,1707.32996
-1712.67004,-19.8460325,55.82089417,1085.79996,1712.67004
-1718.51001,-19.8280662,55.82089417,1079.95999,1718.51001
-1729.51001,-19.81009989,55.82089417,1068.95999,1729.51001
-1745.97998,-19.79213358,55.82089417,1052.49002,1745.97998
-1732.54004,-19.77416728,55.82089417,1065.92996,1732.54004
-1720.81995,-19.75620097,55.82089417,1077.65005,1720.81995
-1722.07996,-19.73823467,55.82089417,1076.39004,1722.07996
-1743.98999,-19.72026836,55.82089417,1054.48001,1743.98999
-1750.55005,-19.70230206,55.82089417,1047.91995,1750.55005
-1762.18005,-19.68433575,55.82089417,1036.28995,1762.18005
-1772.44995,-19.66636944,55.82089417,1026.02005,1772.44995
-1787.20996,-19.64840314,55.82089417,1011.26004,1787.20996
-1770.23999,-19.63043683,55.82089417,1028.23001,1770.23999
-1734.39001,-19.61247053,55.82089417,1064.07999,1734.39001
-1680.98999,-19.59450422,55.82089417,1117.48001,1680.98999
-1661.21997,-19.57653792,55.82089417,1137.25003,1661.21997
-1641.53003,-19.55857161,55.82089417,1156.93997,1641.53003
-1633.25,-19.5406053,55.82089417,1165.22,1633.25
-1647.05005,-19.522639,55.82089417,1151.41995,1647.05005
-1670.94995,-19.50467269,55.82089417,1127.52005,1670.94995
-1677.64001,-19.48670639,55.82089417,1120.82999,1677.64001
-1680.13,-19.46874008,55.82089417,1118.34,1680.13
-1675.69995,-19.45077378,55.82089417,1122.77005,1675.69995
-1666.42004,-19.43280747,55.82089417,1132.04996,1666.42004
-1633.46997,-19.41484117,55.82089417,1165.00003,1633.46997
-1597.58997,-19.39687486,55.82089417,1200.88003,1597.58997
-1569.83997,-19.37890855,55.82089417,1228.63003,1569.83997
-1553.51001,-19.36094225,55.82089417,1244.95999,1553.51001
-1537.26001,-19.34297594,55.82089417,1261.20999,1537.26001
-1517.56995,-19.32500964,55.82089417,1280.90005,1517.56995
-1504.40002,-19.30704333,55.82089417,1294.06998,1504.40002
-1488.79004,-19.28907703,55.82089417,1309.67996,1488.79004
-1479.06006,-19.27111072,55.82089417,1319.40994,1479.06006
-1469.15002,-19.25314441,55.82089417,1329.31998,1469.15002
-1461.81995,-19.23517811,55.82089417,1336.65005,1461.81995
-1455.80005,-19.2172118,55.82089417,1342.66995,1455.80005
-1455.93005,-19.1992455,55.82089417,1342.53995,1455.93005
-1462.90002,-19.18127919,55.82089417,1335.56998,1462.90002
-1474.17004,-19.16331289,55.82089417,1324.29996,1474.17004
-1491.68994,-19.14534658,55.82089417,1306.78006,1491.68994
-1503.27002,-19.12738027,55.82089417,1295.19998,1503.27002
-1513.91003,-19.10941397,55.82089417,1284.55997,1513.91003
-1524.41003,-19.09144766,55.82089417,1274.05997,1524.41003
-1532.91003,-19.07348136,55.82089417,1265.55997,1532.91003
-1548.03003,-19.05551505,55.82089417,1250.43997,1548.03003
-1716.69995,-20.76231409,55.8082757,1081.77005,1716.69995
-1750.64001,-20.74434779,55.8082757,1047.82999,1750.64001
-1709.78003,-20.72638148,55.8082757,1088.68997,1709.78003
-1739.59998,-20.70841517,55.8082757,1058.87002,1739.59998
-1731.18005,-20.69044887,55.8082757,1067.28995,1731.18005
-1767.66003,-20.67248256,55.8082757,1030.80997,1767.66003
-1772.18005,-20.65451626,55.8082757,1026.28995,1772.18005
-1789.79004,-20.63654995,55.8082757,1008.67996,1789.79004
-1817.57996,-20.61858365,55.8082757,980.89004,1817.57996
-1824.77002,-20.60061734,55.8082757,973.69998,1824.77002
-1811.18994,-20.58265103,55.8082757,987.28006,1811.18994
-1886.55005,-20.56468473,55.8082757,911.91995,1886.55005
-1891.60999,-20.54671842,55.8082757,906.86001,1891.60999
-1880.06995,-20.52875212,55.8082757,918.40005,1880.06995
-1857.31006,-20.51078581,55.8082757,941.15994,1857.31006
-1858.70996,-20.49281951,55.8082757,939.76004,1858.70996
-1895.22998,-20.4748532,55.8082757,903.24002,1895.22998
-1898.84998,-20.45688689,55.8082757,899.62002,1898.84998
-1900.34998,-20.43892059,55.8082757,898.12002,1900.34998
-1887.58997,-20.42095428,55.8082757,910.88003,1887.58997
-1877.40002,-20.40298798,55.8082757,921.06998,1877.40002
-1882.43005,-20.38502167,55.8082757,916.03995,1882.43005
-1882.52002,-20.36705537,55.8082757,915.94998,1882.52002
-1873.87,-20.34908906,55.8082757,924.6,1873.87
-1859.97998,-20.33112275,55.8082757,938.49002,1859.97998
-1848.70996,-20.31315645,55.8082757,949.76004,1848.70996
-1846.31006,-20.29519014,55.8082757,952.15994,1846.31006
-1842.78003,-20.27722384,55.8082757,955.68997,1842.78003
-1847.34998,-20.25925753,55.8082757,951.12002,1847.34998
-1860.39001,-20.24129123,55.8082757,938.07999,1860.39001
-1858.31006,-20.22332492,55.8082757,940.15994,1858.31006
-1849.06995,-20.20535862,55.8082757,949.40005,1849.06995
-1846.04004,-20.18739231,55.8082757,952.42996,1846.04004
-1819.16003,-20.169426,55.8082757,979.30997,1819.16003
-1806.48999,-20.1514597,55.8082757,991.98001,1806.48999
-1788.75,-20.13349339,55.8082757,1009.72,1788.75
-1774.71997,-20.11552709,55.8082757,1023.75003,1774.71997
-1772.41003,-20.09756078,55.8082757,1026.05997,1772.41003
-1782.45996,-20.07959448,55.8082757,1016.01004,1782.45996
-1774.04004,-20.06162817,55.8082757,1024.42996,1774.04004
-1760.59998,-20.04366186,55.8082757,1037.87002,1760.59998
-1748.56006,-20.02569556,55.8082757,1049.90994,1748.56006
-1733.48999,-20.00772925,55.8082757,1064.98001,1733.48999
-1724.97998,-19.98976295,55.8082757,1073.49002,1724.97998
-1717.88,-19.97179664,55.8082757,1080.59,1717.88
-1716.93005,-19.95383034,55.8082757,1081.53995,1716.93005
-1713.89001,-19.93586403,55.8082757,1084.57999,1713.89001
-1727.38,-19.91789772,55.8082757,1071.09,1727.38
-1729.14001,-19.89993142,55.8082757,1069.32999,1729.14001
-1728.65002,-19.88196511,55.8082757,1069.81998,1728.65002
-1731.18005,-19.86399881,55.8082757,1067.28995,1731.18005
-1734.57996,-19.8460325,55.8082757,1063.89004,1734.57996
-1748.29004,-19.8280662,55.8082757,1050.17996,1748.29004
-1748.46997,-19.81009989,55.8082757,1050.00003,1748.46997
-1746.60999,-19.79213358,55.8082757,1051.86001,1746.60999
-1736.66003,-19.77416728,55.8082757,1061.80997,1736.66003
-1732.18005,-19.75620097,55.8082757,1066.28995,1732.18005
-1760.15002,-19.73823467,55.8082757,1038.31998,1760.15002
-1779.65002,-19.72026836,55.8082757,1018.81998,1779.65002
-1792.95996,-19.70230206,55.8082757,1005.51004,1792.95996
-1800.88,-19.68433575,55.8082757,997.59,1800.88
-1792.55005,-19.66636944,55.8082757,1005.91995,1792.55005
-1762.71997,-19.64840314,55.8082757,1035.75003,1762.71997
-1732.48999,-19.63043683,55.8082757,1065.98001,1732.48999
-1692.53003,-19.61247053,55.8082757,1105.93997,1692.53003
-1665.88,-19.59450422,55.8082757,1132.59,1665.88
-1640.53003,-19.57653792,55.8082757,1157.93997,1640.53003
-1620.17004,-19.55857161,55.8082757,1178.29996,1620.17004
-1631.89001,-19.5406053,55.8082757,1166.57999,1631.89001
-1646.15002,-19.522639,55.8082757,1152.31998,1646.15002
-1669,-19.50467269,55.8082757,1129.47,1669
-1674.75,-19.48670639,55.8082757,1123.72,1674.75
-1678.31995,-19.46874008,55.8082757,1120.15005,1678.31995
-1671.48999,-19.45077378,55.8082757,1126.98001,1671.48999
-1665.51001,-19.43280747,55.8082757,1132.95999,1665.51001
-1650.63,-19.41484117,55.8082757,1147.84,1650.63
-1613.19995,-19.39687486,55.8082757,1185.27005,1613.19995
-1587.27002,-19.37890855,55.8082757,1211.19998,1587.27002
-1568.40002,-19.36094225,55.8082757,1230.06998,1568.40002
-1554.58997,-19.34297594,55.8082757,1243.88003,1554.58997
-1535.04004,-19.32500964,55.8082757,1263.42996,1535.04004
-1524.14001,-19.30704333,55.8082757,1274.32999,1524.14001
-1506.20996,-19.28907703,55.8082757,1292.26004,1506.20996
-1493,-19.27111072,55.8082757,1305.47,1493
-1478.43005,-19.25314441,55.8082757,1320.03995,1478.43005
-1472,-19.23517811,55.8082757,1326.47,1472
-1468.82996,-19.2172118,55.8082757,1329.64004,1468.82996
-1471.28003,-19.1992455,55.8082757,1327.18997,1471.28003
-1481.22998,-19.18127919,55.8082757,1317.24002,1481.22998
-1499.73999,-19.16331289,55.8082757,1298.73001,1499.73999
-1514,-19.14534658,55.8082757,1284.47,1514
-1525.57996,-19.12738027,55.8082757,1272.89004,1525.57996
-1540.52002,-19.10941397,55.8082757,1257.94998,1540.52002
-1554.28003,-19.09144766,55.8082757,1244.18997,1554.28003
-1595.72998,-19.07348136,55.8082757,1202.74002,1595.72998
-1593.87,-19.05551505,55.8082757,1204.6,1593.87
-1755.89001,-20.76231409,55.79565314,1042.57999,1755.89001
-1753.13,-20.74434779,55.79565314,1045.34,1753.13
-1767.60999,-20.72638148,55.79565314,1030.86001,1767.60999
-1760.81995,-20.70841517,55.79565314,1037.65005,1760.81995
-1770.42004,-20.69044887,55.79565314,1028.04996,1770.42004
-1824.91003,-20.67248256,55.79565314,973.55997,1824.91003
-1869.34998,-20.65451626,55.79565314,929.12002,1869.34998
-1886.18005,-20.63654995,55.79565314,912.28995,1886.18005
-1896.77002,-20.61858365,55.79565314,901.69998,1896.77002
-1893.96997,-20.60061734,55.79565314,904.50003,1893.96997
-1900.47998,-20.58265103,55.79565314,897.99002,1900.47998
-1917.18005,-20.56468473,55.79565314,881.28995,1917.18005
-1908.54004,-20.54671842,55.79565314,889.92996,1908.54004
-1920.31006,-20.52875212,55.79565314,878.15994,1920.31006
-1926.87,-20.51078581,55.79565314,871.6,1926.87
-1915.59998,-20.49281951,55.79565314,882.87002,1915.59998
-1913.73999,-20.4748532,55.79565314,884.73001,1913.73999
-1916.64001,-20.45688689,55.79565314,881.82999,1916.64001
-1913.38,-20.43892059,55.79565314,885.09,1913.38
-1920.13,-20.42095428,55.79565314,878.34,1920.13
-1913.69995,-20.40298798,55.79565314,884.77005,1913.69995
-1901.16003,-20.38502167,55.79565314,897.30997,1901.16003
-1894.59998,-20.36705537,55.79565314,903.87002,1894.59998
-1885.18994,-20.34908906,55.79565314,913.28006,1885.18994
-1875.37,-20.33112275,55.79565314,923.1,1875.37
-1870.80005,-20.31315645,55.79565314,927.66995,1870.80005
-1879.43994,-20.29519014,55.79565314,919.03006,1879.43994
-1882.25,-20.27722384,55.79565314,916.22,1882.25
-1876.94995,-20.25925753,55.79565314,921.52005,1876.94995
-1874.87,-20.24129123,55.79565314,923.6,1874.87
-1875.14001,-20.22332492,55.79565314,923.32999,1875.14001
-1872.92004,-20.20535862,55.79565314,925.54996,1872.92004
-1870.25,-20.18739231,55.79565314,928.22,1870.25
-1860.39001,-20.169426,55.79565314,938.07999,1860.39001
-1841.23999,-20.1514597,55.79565314,957.23001,1841.23999
-1827.67004,-20.13349339,55.79565314,970.79996,1827.67004
-1806.70996,-20.11552709,55.79565314,991.76004,1806.70996
-1792.45996,-20.09756078,55.79565314,1006.01004,1792.45996
-1784.71997,-20.07959448,55.79565314,1013.75003,1784.71997
-1776.47998,-20.06162817,55.79565314,1021.99002,1776.47998
-1769.78003,-20.04366186,55.79565314,1028.68997,1769.78003
-1757.29004,-20.02569556,55.79565314,1041.17996,1757.29004
-1742,-20.00772925,55.79565314,1056.47,1742
-1733.67004,-19.98976295,55.79565314,1064.79996,1733.67004
-1728.23999,-19.97179664,55.79565314,1070.23001,1728.23999
-1727.23999,-19.95383034,55.79565314,1071.23001,1727.23999
-1733.93994,-19.93586403,55.79565314,1064.53006,1733.93994
-1737.56006,-19.91789772,55.79565314,1060.90994,1737.56006
-1738.15002,-19.89993142,55.79565314,1060.31998,1738.15002
-1733.26001,-19.88196511,55.79565314,1065.20999,1733.26001
-1731.81995,-19.86399881,55.79565314,1066.65005,1731.81995
-1734.67004,-19.8460325,55.79565314,1063.79996,1734.67004
-1743.17004,-19.8280662,55.79565314,1055.29996,1743.17004
-1745.39001,-19.81009989,55.79565314,1053.07999,1745.39001
-1741.81995,-19.79213358,55.79565314,1056.65005,1741.81995
-1740.18994,-19.77416728,55.79565314,1058.28006,1740.18994
-1761.05005,-19.75620097,55.79565314,1037.41995,1761.05005
-1787.66003,-19.73823467,55.79565314,1010.80997,1787.66003
-1807.66003,-19.72026836,55.79565314,990.80997,1807.66003
-1814.22998,-19.70230206,55.79565314,984.24002,1814.22998
-1812.81995,-19.68433575,55.79565314,985.65005,1812.81995
-1793.18005,-19.66636944,55.79565314,1005.28995,1793.18005
-1734.12,-19.64840314,55.79565314,1064.35,1734.12
-1715.03003,-19.63043683,55.79565314,1083.43997,1715.03003
-1671.98999,-19.61247053,55.79565314,1126.48001,1671.98999
-1643.60999,-19.59450422,55.79565314,1154.86001,1643.60999
-1612.46997,-19.57653792,55.79565314,1186.00003,1612.46997
-1599.07996,-19.55857161,55.79565314,1199.39004,1599.07996
-1629.57996,-19.5406053,55.79565314,1168.89004,1629.57996
-1643.56995,-19.522639,55.79565314,1154.90005,1643.56995
-1661.89001,-19.50467269,55.79565314,1136.57999,1661.89001
-1669.44995,-19.48670639,55.79565314,1129.02005,1669.44995
-1673.93005,-19.46874008,55.79565314,1124.53995,1673.93005
-1669.68005,-19.45077378,55.79565314,1128.78995,1669.68005
-1668.31995,-19.43280747,55.79565314,1130.15005,1668.31995
-1664.79004,-19.41484117,55.79565314,1133.67996,1664.79004
-1632.47998,-19.39687486,55.79565314,1165.99002,1632.47998
-1598.48999,-19.37890855,55.79565314,1199.98001,1598.48999
-1579.43994,-19.36094225,55.79565314,1219.03006,1579.43994
-1567.90002,-19.34297594,55.79565314,1230.56998,1567.90002
-1557.34998,-19.32500964,55.79565314,1241.12002,1557.34998
-1536.54004,-19.30704333,55.79565314,1261.92996,1536.54004
-1517.56995,-19.28907703,55.79565314,1280.90005,1517.56995
-1504.13,-19.27111072,55.79565314,1294.34,1504.13
-1491.68994,-19.25314441,55.79565314,1306.78006,1491.68994
-1485.07996,-19.23517811,55.79565314,1313.39004,1485.07996
-1483.35999,-19.2172118,55.79565314,1315.11001,1483.35999
-1488.65002,-19.1992455,55.79565314,1309.81998,1488.65002
-1498.93005,-19.18127919,55.79565314,1299.53995,1498.93005
-1520.42004,-19.16331289,55.79565314,1278.04996,1520.42004
-1539.20996,-19.14534658,55.79565314,1259.26004,1539.20996
-1555.90002,-19.12738027,55.79565314,1242.56998,1555.90002
-1569.06995,-19.10941397,55.79565314,1229.40005,1569.06995
-1587.18005,-19.09144766,55.79565314,1211.28995,1587.18005
-1618.98999,-19.07348136,55.79565314,1179.48001,1618.98999
-1633.16003,-19.05551505,55.79565314,1165.30997,1633.16003
-1785.90002,-20.76231409,55.78302648,1012.56998,1785.90002
-1781.59998,-20.74434779,55.78302648,1016.87002,1781.59998
-1797.06995,-20.72638148,55.78302648,1001.40005,1797.06995
-1816.34998,-20.70841517,55.78302648,982.12002,1816.34998
-1897.31995,-20.69044887,55.78302648,901.15005,1897.31995
-1900.07996,-20.67248256,55.78302648,898.39004,1900.07996
-1892.46997,-20.65451626,55.78302648,906.00003,1892.46997
-1899.17004,-20.63654995,55.78302648,899.29996,1899.17004
-1912.88,-20.61858365,55.78302648,885.59,1912.88
-1928.27002,-20.60061734,55.78302648,870.19998,1928.27002
-1930.43994,-20.58265103,55.78302648,868.03006,1930.43994
-1943.52002,-20.56468473,55.78302648,854.94998,1943.52002
-1963.03003,-20.54671842,55.78302648,835.43997,1963.03003
-1966.19995,-20.52875212,55.78302648,832.27005,1966.19995
-1958.91003,-20.51078581,55.78302648,839.55997,1958.91003
-1949.81006,-20.49281951,55.78302648,848.65994,1949.81006
-1937.64001,-20.4748532,55.78302648,860.82999,1937.64001
-1931.03003,-20.45688689,55.78302648,867.43997,1931.03003
-1929.90002,-20.43892059,55.78302648,868.56998,1929.90002
-1929.27002,-20.42095428,55.78302648,869.19998,1929.27002
-1920.70996,-20.40298798,55.78302648,877.76004,1920.70996
-1913.56006,-20.38502167,55.78302648,884.90994,1913.56006
-1905.09998,-20.36705537,55.78302648,893.37002,1905.09998
-1894.73999,-20.34908906,55.78302648,903.73001,1894.73999
-1886.08997,-20.33112275,55.78302648,912.38003,1886.08997
-1897.04004,-20.31315645,55.78302648,901.42996,1897.04004
-1900.26001,-20.29519014,55.78302648,898.20999,1900.26001
-1901.12,-20.27722384,55.78302648,897.35,1901.12
-1897.04004,-20.25925753,55.78302648,901.42996,1897.04004
-1870.75,-20.24129123,55.78302648,927.72,1870.75
-1893.02002,-20.22332492,55.78302648,905.44998,1893.02002
-1885.45996,-20.20535862,55.78302648,913.01004,1885.45996
-1886.14001,-20.18739231,55.78302648,912.32999,1886.14001
-1875.68005,-20.169426,55.78302648,922.78995,1875.68005
-1871.29004,-20.1514597,55.78302648,927.17996,1871.29004
-1862.10999,-20.13349339,55.78302648,936.36001,1862.10999
-1851.52002,-20.11552709,55.78302648,946.94998,1851.52002
-1841.38,-20.09756078,55.78302648,957.09,1841.38
-1829.02002,-20.07959448,55.78302648,969.44998,1829.02002
-1806.07996,-20.06162817,55.78302648,992.39004,1806.07996
-1791.55005,-20.04366186,55.78302648,1006.91995,1791.55005
-1782.22998,-20.02569556,55.78302648,1016.24002,1782.22998
-1772.81995,-20.00772925,55.78302648,1025.65005,1772.81995
-1756.03003,-19.98976295,55.78302648,1042.43997,1756.03003
-1745.34998,-19.97179664,55.78302648,1053.12002,1745.34998
-1740.22998,-19.95383034,55.78302648,1058.24002,1740.22998
-1742.68005,-19.93586403,55.78302648,1055.78995,1742.68005
-1739.37,-19.91789772,55.78302648,1059.1,1739.37
-1739.37,-19.89993142,55.78302648,1059.1,1739.37
-1742.58997,-19.88196511,55.78302648,1055.88003,1742.58997
-1743.98999,-19.86399881,55.78302648,1054.48001,1743.98999
-1743.93994,-19.8460325,55.78302648,1054.53006,1743.93994
-1743.17004,-19.8280662,55.78302648,1055.29996,1743.17004
-1746.89001,-19.81009989,55.78302648,1051.57999,1746.89001
-1755.03003,-19.79213358,55.78302648,1043.43997,1755.03003
-1761.91003,-19.77416728,55.78302648,1036.55997,1761.91003
-1794.54004,-19.75620097,55.78302648,1003.92996,1794.54004
-1813.72998,-19.73823467,55.78302648,984.74002,1813.72998
-1820.82996,-19.72026836,55.78302648,977.64004,1820.82996
-1818.20996,-19.70230206,55.78302648,980.26004,1818.20996
-1727.52002,-19.68433575,55.78302648,1070.94998,1727.52002
-1760.55005,-19.66636944,55.78302648,1037.91995,1760.55005
-1733.67004,-19.64840314,55.78302648,1064.79996,1733.67004
-1720.22998,-19.63043683,55.78302648,1078.24002,1720.22998
-1707.59998,-19.61247053,55.78302648,1090.87002,1707.59998
-1652.83997,-19.59450422,55.78302648,1145.63003,1652.83997
-1618.57996,-19.57653792,55.78302648,1179.89004,1618.57996
-1583.18994,-19.55857161,55.78302648,1215.28006,1583.18994
-1620.43994,-19.5406053,55.78302648,1178.03006,1620.43994
-1635.68994,-19.522639,55.78302648,1162.78006,1635.68994
-1655.23999,-19.50467269,55.78302648,1143.23001,1655.23999
-1666.23999,-19.48670639,55.78302648,1132.23001,1666.23999
-1669.5,-19.46874008,55.78302648,1128.97,1669.5
-1671.76001,-19.45077378,55.78302648,1126.70999,1671.76001
-1676.01001,-19.43280747,55.78302648,1122.45999,1676.01001
-1664.29004,-19.41484117,55.78302648,1134.17996,1664.29004
-1648.14001,-19.39687486,55.78302648,1150.32999,1648.14001
-1606.55005,-19.37890855,55.78302648,1191.91995,1606.55005
-1583.46997,-19.36094225,55.78302648,1215.00003,1583.46997
-1588.40002,-19.34297594,55.78302648,1210.06998,1588.40002
-1574.68994,-19.32500964,55.78302648,1223.78006,1574.68994
-1557.26001,-19.30704333,55.78302648,1241.20999,1557.26001
-1536.67004,-19.28907703,55.78302648,1261.79996,1536.67004
-1522.64001,-19.27111072,55.78302648,1275.82999,1522.64001
-1511.01001,-19.25314441,55.78302648,1287.45999,1511.01001
-1504.68005,-19.23517811,55.78302648,1293.78995,1504.68005
-1502.85999,-19.2172118,55.78302648,1295.61001,1502.85999
-1506.70996,-19.1992455,55.78302648,1291.76004,1506.70996
-1530.38,-19.18127919,55.78302648,1268.09,1530.38
-1554.18994,-19.16331289,55.78302648,1244.28006,1554.18994
-1586.41003,-19.14534658,55.78302648,1212.05997,1586.41003
-1625.72998,-19.12738027,55.78302648,1172.74002,1625.72998
-1645.29004,-19.10941397,55.78302648,1153.17996,1645.29004
-1624.65002,-19.09144766,55.78302648,1173.81998,1624.65002
-1625.55005,-19.07348136,55.78302648,1172.91995,1625.55005
-1603.23999,-19.05551505,55.78302648,1195.23001,1603.23999
-1812.45996,-20.76231409,55.77039573,986.01004,1812.45996
-1825.85999,-20.74434779,55.77039573,972.61001,1825.85999
-1856.71997,-20.72638148,55.77039573,941.75003,1856.71997
-1916.31995,-20.70841517,55.77039573,882.15005,1916.31995
-1922.39001,-20.69044887,55.77039573,876.07999,1922.39001
-1922.39001,-20.67248256,55.77039573,876.07999,1922.39001
-1949.58997,-20.65451626,55.77039573,848.88003,1949.58997
-1975.46997,-20.63654995,55.77039573,823.00003,1975.46997
-1981.93994,-20.61858365,55.77039573,816.53006,1981.93994
-1994.56995,-20.60061734,55.77039573,803.90005,1994.56995
-1988.37,-20.58265103,55.77039573,810.1,1988.37
-1985.19995,-20.56468473,55.77039573,813.27005,1985.19995
-1979.18005,-20.54671842,55.77039573,819.28995,1979.18005
-1973.66003,-20.52875212,55.77039573,824.80997,1973.66003
-1968.58997,-20.51078581,55.77039573,829.88003,1968.58997
-1958.94995,-20.49281951,55.77039573,839.52005,1958.94995
-1948.22998,-20.4748532,55.77039573,850.24002,1948.22998
-1940.93994,-20.45688689,55.77039573,857.53006,1940.93994
-1939.21997,-20.43892059,55.77039573,859.25003,1939.21997
-1933.60999,-20.42095428,55.77039573,864.86001,1933.60999
-1924.82996,-20.40298798,55.77039573,873.64004,1924.82996
-1911.93005,-20.38502167,55.77039573,886.53995,1911.93005
-1900.07996,-20.36705537,55.77039573,898.39004,1900.07996
-1894.95996,-20.34908906,55.77039573,903.51004,1894.95996
-1880.25,-20.33112275,55.77039573,918.22,1880.25
-1871.60999,-20.31315645,55.77039573,926.86001,1871.60999
-1863.82996,-20.29519014,55.77039573,934.64004,1863.82996
-1862.42004,-20.27722384,55.77039573,936.04996,1862.42004
-1788.60999,-20.25925753,55.77039573,1009.86001,1788.60999
-1887.85999,-20.24129123,55.77039573,910.61001,1887.85999
-1884.01001,-20.22332492,55.77039573,914.45999,1884.01001
-1882.69995,-20.20535862,55.77039573,915.77005,1882.69995
-1873.46997,-20.18739231,55.77039573,925.00003,1873.46997
-1871.60999,-20.169426,55.77039573,926.86001,1871.60999
-1873.29004,-20.1514597,55.77039573,925.17996,1873.29004
-1870.20996,-20.13349339,55.77039573,928.26004,1870.20996
-1868.40002,-20.11552709,55.77039573,930.06998,1868.40002
-1864.72998,-20.09756078,55.77039573,933.74002,1864.72998
-1852.38,-20.07959448,55.77039573,946.09,1852.38
-1843.18994,-20.06162817,55.77039573,955.28006,1843.18994
-1831.82996,-20.04366186,55.77039573,966.64004,1831.82996
-1819.06995,-20.02569556,55.77039573,979.40005,1819.06995
-1800.56006,-20.00772925,55.77039573,997.90994,1800.56006
-1793.68005,-19.98976295,55.77039573,1004.78995,1793.68005
-1790.95996,-19.97179664,55.77039573,1007.51004,1790.95996
-1786.62,-19.95383034,55.77039573,1011.85,1786.62
-1775.89001,-19.93586403,55.77039573,1022.57999,1775.89001
-1766.56995,-19.91789772,55.77039573,1031.90005,1766.56995
-1759.18994,-19.89993142,55.77039573,1039.28006,1759.18994
-1757.93005,-19.88196511,55.77039573,1040.53995,1757.93005
-1761.37,-19.86399881,55.77039573,1037.1,1761.37
-1759.65002,-19.8460325,55.77039573,1038.81998,1759.65002
-1765.20996,-19.8280662,55.77039573,1033.26004,1765.20996
-1769.51001,-19.81009989,55.77039573,1028.95999,1769.51001
-1778.75,-19.79213358,55.77039573,1019.72,1778.75
-1807.80005,-19.77416728,55.77039573,990.66995,1807.80005
-1820.65002,-19.75620097,55.77039573,977.81998,1820.65002
-1822.59998,-19.73823467,55.77039573,975.87002,1822.59998
-1820.25,-19.72026836,55.77039573,978.22,1820.25
-1750.09998,-19.70230206,55.77039573,1048.37002,1750.09998
