FID,STATE_NM,COUNTY_NM,index,Slope,R,p,Id
647,IOWA,BOONE,IOWA_BOONE,1.945735508,0.817818527,1.36E-13,647
648,MINNESOTA,WABASHA,MINNESOTA_WABASHA,2.304597456,0.924754089,1.27E-22,648
649,OHIO,LORAIN,OHIO_LORAIN,1.763285714,0.849715443,1.16E-14,649
650,OHIO,JACKSON,OHIO_JACKSON,1.565479592,0.771180268,8.97E-11,650
651,NEBRASKA,GAGE,NEBRASKA_GAGE,1.422620166,0.756488846,8.80E-11,651
652,OHIO,MORROW,OHIO_MORROW,1.836816327,0.877444737,6.29E-17,652
653,OHIO,MUSKINGUM,OHIO_MUSKINGUM,1.778156749,0.855139898,7.05E-16,653
654,ILLINOIS,MONROE,ILLINOIS_MONROE,1.726184581,0.767359522,3.24E-11,654
655,KANSAS,MORRIS,KANSAS_MORRIS,0.978262443,0.485009747,0.000309715,655
656,MICHIGAN,CHARLEVOIX,MICHIGAN_CHARLEVOIX,1.075911854,0.732893205,3.17E-09,656
657,MINNESOTA,MARSHALL,MINNESOTA_MARSHALL,2.003308523,0.868999256,2.82E-16,657
658,MINNESOTA,RED LAKE,MINNESOTA_RED LAKE,1.86268997,0.792553419,1.92E-11,658
659,MICHIGAN,OGEMAW,MICHIGAN_OGEMAW,1.806570136,0.859008272,7.42E-16,659
660,IOWA,FLOYD,IOWA_FLOYD,2.068522155,0.854745368,7.51E-16,660
661,IOWA,GREENE,IOWA_GREENE,2.014253394,0.812383273,2.66E-13,661
662,IOWA,WINNEBAGO,IOWA_WINNEBAGO,2.068957569,0.879263414,9.99E-18,662
663,MINNESOTA,RENVILLE,MINNESOTA_RENVILLE,2.319832665,0.868604234,7.27E-17,663
664,WISCONSIN,TREMPEALEAU,WISCONSIN_TREMPEALEAU,1.632741398,0.87047577,5.19E-17,664
665,WISCONSIN,BUFFALO,WISCONSIN_BUFFALO,1.683283531,0.907391559,1.85E-20,665
666,MISSOURI,HOWELL,MISSOURI_HOWELL,1.929181929,0.496424402,0.008443664,666
667,MISSOURI,PERRY,MISSOURI_PERRY,1.738290516,0.770081589,6.26E-11,667
668,ILLINOIS,WOODFORD,ILLINOIS_WOODFORD,2.29010928,0.813701628,2.26E-13,668
669,KANSAS,DOUGLAS,KANSAS_DOUGLAS,1.09434816,0.544310019,3.03E-05,669
670,OHIO,HARDIN,OHIO_HARDIN,1.590408094,0.762722284,4.99E-11,670
671,WISCONSIN,LANGLADE,WISCONSIN_LANGLADE,1.269178496,0.666065742,1.09E-06,671
672,MISSOURI,NEW MADRID,MISSOURI_NEW MADRID,1.955039616,0.899512249,6.94E-19,672
673,KANSAS,ELK,KANSAS_ELK,1.577244538,0.638971836,3.04E-06,673
674,MICHIGAN,PRESQUE ISLE,MICHIGAN_PRESQUE ISLE,1.493602041,0.856142615,4.48E-15,674
675,ILLINOIS,COLES,ILLINOIS_COLES,1.907692308,0.774326776,2.64E-11,675
676,INDIANA,DUBOIS,INDIANA_DUBOIS,1.864027149,0.76532863,3.92E-11,676
677,IOWA,HUMBOLDT,IOWA_HUMBOLDT,1.919947921,0.848724834,1.92E-15,677
678,NEBRASKA,SARPY,NEBRASKA_SARPY,2.51162545,0.816702564,4.80E-13,678
679,NEBRASKA,CHASE,NEBRASKA_CHASE,1.683842739,0.811838068,2.84E-13,679
680,MISSOURI,OREGON,MISSOURI_OREGON,0.341785714,0.110923934,0.693909879,680
681,OHIO,STARK,OHIO_STARK,1.39999095,0.759468558,1.04E-10,681
682,WISCONSIN,DOOR,WISCONSIN_DOOR,1.282489796,0.723966871,4.14E-09,682
683,IOWA,ALLAMAKEE,IOWA_ALLAMAKEE,2.005848203,0.893939092,4.68E-19,683
684,WISCONSIN,LA CROSSE,WISCONSIN_LA CROSSE,1.639703748,0.899094927,1.43E-19,684
685,MISSOURI,RIPLEY,MISSOURI_RIPLEY,2.796423797,0.771627361,1.46E-07,685
686,NEBRASKA,DUNDY,NEBRASKA_DUNDY,1.687773756,0.785718683,8.57E-12,686
687,ILLINOIS,HARDIN,ILLINOIS_HARDIN,1.669606004,0.631791413,1.23E-05,687
688,WISCONSIN,MILWAUKEE,WISCONSIN_MILWAUKEE,1.660133897,0.776501973,5.85E-10,688
689,KANSAS,RAWLINS,KANSAS_RAWLINS,-0.399204082,-0.23931121,0.097702599,689
690,MICHIGAN,BERRIEN,MICHIGAN_BERRIEN,2.175969388,0.925593527,1.84E-21,690
691,MISSOURI,COOPER,MISSOURI_COOPER,1.693975486,0.622580641,2.97E-06,691
692,OHIO,JEFFERSON,OHIO_JEFFERSON,1.423860623,0.743145721,3.32E-09,692
693,MICHIGAN,MACOMB,MICHIGAN_MACOMB,1.904358405,0.917831383,1.06E-21,693
694,MICHIGAN,SAGINAW,MICHIGAN_SAGINAW,1.880333817,0.927995257,4.40E-23,694
695,ILLINOIS,KANE,ILLINOIS_KANE,1.85234355,0.853137585,9.70E-16,695
696,OHIO,PICKAWAY,OHIO_PICKAWAY,1.838615214,0.780223585,9.21E-12,696
697,NEBRASKA,SAUNDERS,NEBRASKA_SAUNDERS,2.479782805,0.887623899,4.03E-18,697
698,MINNESOTA,STEARNS,MINNESOTA_STEARNS,2.23866217,0.882380126,5.39E-18,698
699,NEBRASKA,DEUEL,NEBRASKA_DEUEL,0.090447243,0.062627945,0.672384839,699
700,MINNESOTA,POPE,MINNESOTA_POPE,2.504448049,0.905800559,2.78E-20,700
701,ILLINOIS,CUMBERLAND,ILLINOIS_CUMBERLAND,1.636268908,0.683602212,4.47E-08,701
702,KANSAS,CLOUD,KANSAS_CLOUD,1.574398705,0.714314454,1.72E-08,702
703,NEBRASKA,THAYER,NEBRASKA_THAYER,1.550315888,0.856895073,5.31E-16,703
704,INDIANA,CLINTON,INDIANA_CLINTON,2.092027149,0.84435069,7.01E-15,704
705,MISSOURI,STE. GENEVIEVE,MISSOURI_STE. GENEVIEVE,1.669117647,0.422265609,0.091320259,705
706,ILLINOIS,MARION,ILLINOIS_MARION,2.081844959,0.75644371,8.84E-11,706
707,IOWA,MONONA,IOWA_MONONA,2.264411338,0.872497283,3.59E-17,707
708,SOUTH DAKOTA,OGLALA LAKOTA,SOUTH DAKOTA_OGLALA LAKOTA,0.147310167,0.073947073,0.668205772,708
709,SOUTH DAKOTA,ZIEBACH,SOUTH DAKOTA_ZIEBACH,1.338774704,0.720306984,2.43E-08,709
710,MISSOURI,WAYNE,MISSOURI_WAYNE,1.281863485,0.639592151,3.89E-06,710
711,MISSOURI,REYNOLDS,MISSOURI_REYNOLDS,0.142105263,0.049529885,0.835722117,711
712,OHIO,WARREN,OHIO_WARREN,1.98204559,0.894622871,4.01E-19,712
713,INDIANA,ALLEN,INDIANA_ALLEN,1.752749082,0.850774722,1.40E-15,713
714,IOWA,MUSCATINE,IOWA_MUSCATINE,1.946811235,0.81999521,1.04E-13,714
715,IOWA,SCOTT,IOWA_SCOTT,2.058814992,0.836807056,1.10E-14,715
716,INDIANA,GRANT,INDIANA_GRANT,1.795587277,0.805737602,4.93E-12,716
717,INDIANA,HOWARD,INDIANA_HOWARD,1.936624434,0.864430726,3.03E-16,717
718,NEBRASKA,DIXON,NEBRASKA_DIXON,2.779519808,0.883305963,2.08E-17,718
719,KANSAS,COMANCHE,KANSAS_COMANCHE,2.325462304,0.702204842,1.27E-06,719
720,ILLINOIS,WILL,ILLINOIS_WILL,2.011226891,0.809779461,1.08E-12,720
721,MISSOURI,LAFAYETTE,MISSOURI_LAFAYETTE,2.227800905,0.804337476,1.17E-12,721
722,OHIO,SCIOTO,OHIO_SCIOTO,1.81999095,0.837641752,1.82E-14,722
723,MICHIGAN,OCEANA,MICHIGAN_OCEANA,1.934418748,0.892199095,8.63E-17,723
724,MISSOURI,HOLT,MISSOURI_HOLT,2.312190621,0.852314611,1.54E-14,724
725,NEBRASKA,DAWES,NEBRASKA_DAWES,1.326611163,0.622734894,3.81E-06,725
726,ILLINOIS,LAKE,ILLINOIS_LAKE,1.560790274,0.753057782,6.63E-10,726
727,INDIANA,UNION,INDIANA_UNION,1.942768719,0.817741911,1.38E-13,727
728,MISSOURI,WASHINGTON,MISSOURI_WASHINGTON,0.457142857,0.208110961,0.378604544,728
729,MISSOURI,KNOX,MISSOURI_KNOX,1.670883441,0.574004481,2.46E-05,729
730,OHIO,SENECA,OHIO_SENECA,1.564950226,0.785075378,9.14E-12,730
731,OHIO,TUSCARAWAS,OHIO_TUSCARAWAS,1.354559037,0.780619749,8.85E-12,731
732,OHIO,VAN WERT,OHIO_VAN WERT,1.471531632,0.736178438,5.00E-10,732
733,IOWA,RINGGOLD,IOWA_RINGGOLD,1.702606335,0.68898811,2.28E-08,733
734,MICHIGAN,TUSCOLA,MICHIGAN_TUSCOLA,2.038098694,0.909797643,9.88E-21,734
735,MINNESOTA,LE SUEUR,MINNESOTA_LE SUEUR,2.214434389,0.877482472,2.97E-17,735
736,MISSOURI,RALLS,MISSOURI_RALLS,1.719538462,0.659590482,1.41E-07,736
737,MISSOURI,DE KALB,MISSOURI_DE KALB,1.375561224,0.57917749,1.30049E-05,737
738,MISSOURI,HARRISON,MISSOURI_HARRISON,1.453358002,0.583836849,2.05199E-05,738
739,NEBRASKA,FRANKLIN,NEBRASKA_FRANKLIN,1.715423034,0.918814327,7.91E-22,739
740,NEBRASKA,KEARNEY,NEBRASKA_KEARNEY,2.055936652,0.936874617,5.26E-24,740
741,OHIO,ATHENS,OHIO_ATHENS,1.989114659,0.887545657,1.87E-18,741
742,MISSOURI,ADAIR,MISSOURI_ADAIR,1.655702281,0.654657892,2.51E-07,742
743,OHIO,CLERMONT,OHIO_CLERMONT,2.060614646,0.823987903,1.98E-13,743
744,OHIO,FAYETTE,OHIO_FAYETTE,1.934271493,0.843067451,8.44E-15,744
745,OHIO,DEFIANCE,OHIO_DEFIANCE,1.607696576,0.791629118,2.81E-12,745
746,NEBRASKA,ADAMS,NEBRASKA_ADAMS,2.032681636,0.931242768,1.44E-23,746
747,WISCONSIN,SAUK,WISCONSIN_SAUK,1.626124819,0.873730656,2.86E-17,747
748,WISCONSIN,WOOD,WISCONSIN_WOOD,1.546896611,0.839028009,8.06E-15,748
749,OHIO,GREENE,OHIO_GREENE,2.109459575,0.89132823,8.32E-19,749
750,MISSOURI,PLATTE,MISSOURI_PLATTE,1.895795918,0.758394106,2.76E-10,750
751,IOWA,POTTAWATTAMIE,IOWA_POTTAWATTAMIE,2.279918552,0.857563062,9.36E-16,751
752,NEBRASKA,CHEYENNE,NEBRASKA_CHEYENNE,1.0194926,0.580842373,3.57E-05,752
753,OHIO,GUERNSEY,OHIO_GUERNSEY,1.522895928,0.792213181,4.37E-12,753
754,MISSOURI,ST CLAIR,MISSOURI_ST CLAIR,1.395862978,0.574605593,3.66E-05,754
755,OHIO,WASHINGTON,OHIO_WASHINGTON,1.600175019,0.800454004,1.07E-12,755
756,WISCONSIN,OCONTO,WISCONSIN_OCONTO,1.527542047,0.848621243,1.96E-15,756
757,MINNESOTA,SCOTT,MINNESOTA_SCOTT,2.293445378,0.871900041,1.71E-16,757
758,SOUTH DAKOTA,STANLEY,SOUTH DAKOTA_STANLEY,0.213608345,0.075216043,0.658166689,758
759,OHIO,HAMILTON,OHIO_HAMILTON,1.976590636,0.783396412,1.76E-11,759
760,WISCONSIN,POLK,WISCONSIN_POLK,1.677413984,0.785406307,5.42E-12,760
761,IOWA,CASS,IOWA_CASS,2.151976436,0.854118458,8.30E-16,761
762,INDIANA,PARKE,INDIANA_PARKE,1.771442977,0.770020229,6.29E-11,762
763,WISCONSIN,BAYFIELD,WISCONSIN_BAYFIELD,1.519090909,0.47432425,0.029821868,763
764,WISCONSIN,WINNEBAGO,WISCONSIN_WINNEBAGO,1.596171946,0.83709531,1.96E-14,764
765,MICHIGAN,ONTONAGON,MICHIGAN_ONTONAGON,1.145494505,0.362468494,0.202790503,765
766,WISCONSIN,ST CROIX,WISCONSIN_ST CROIX,1.968317254,0.805395615,6.07E-13,766
767,KANSAS,DONIPHAN,KANSAS_DONIPHAN,2.466969388,0.815952207,9.17E-13,767
768,INDIANA,VANDERBURGH,INDIANA_VANDERBURGH,1.959049774,0.794407046,2.08E-12,768
769,MICHIGAN,IOSCO,MICHIGAN_IOSCO,1.684938776,0.845648899,2.08E-14,769
770,MICHIGAN,HURON,MICHIGAN_HURON,2.216221293,0.919040557,7.40E-22,770
771,MISSOURI,BARRY,MISSOURI_BARRY,1.626122449,0.701222997,2.01E-08,771
772,MISSOURI,PULASKI,MISSOURI_PULASKI,0.939758065,0.410930055,0.021650819,772
773,MINNESOTA,MOWER,MINNESOTA_MOWER,2.347384615,0.895647482,7.22E-19,773
774,WISCONSIN,WAUKESHA,WISCONSIN_WAUKESHA,1.838414582,0.841517885,5.63E-15,774
775,MINNESOTA,MEEKER,MINNESOTA_MEEKER,2.154923077,0.885889651,5.75E-18,775
776,IOWA,DICKINSON,IOWA_DICKINSON,1.954187655,0.849491535,1.71E-15,776
777,MISSOURI,GENTRY,MISSOURI_GENTRY,1.496152833,0.639275517,2.28E-06,777
778,NEBRASKA,BOONE,NEBRASKA_BOONE,2.573628959,0.941562311,8.38E-25,778
779,WISCONSIN,WAUPACA,WISCONSIN_WAUPACA,1.648535815,0.915146912,2.29E-21,779
780,KANSAS,ATCHISON,KANSAS_ATCHISON,1.941276018,0.745655488,3.44E-10,780
781,MINNESOTA,DAKOTA,MINNESOTA_DAKOTA,2.303175958,0.889275488,1.30E-18,781
782,MICHIGAN,WAYNE,MICHIGAN_WAYNE,1.515940803,0.785458342,2.72E-10,782
783,IOWA,AUDUBON,IOWA_AUDUBON,2.364974814,0.877183155,1.49E-17,783
784,NEBRASKA,DAKOTA,NEBRASKA_DAKOTA,2.568166522,0.876108145,3.53E-16,784
785,NEBRASKA,ROCK,NEBRASKA_ROCK,2.14756013,0.900327527,7.21E-18,785
786,IOWA,GRUNDY,IOWA_GRUNDY,2.136088107,0.871090212,4.65E-17,786
787,INDIANA,JASPER,INDIANA_JASPER,1.655539016,0.749710494,3.73E-10,787
788,ILLINOIS,JACKSON,ILLINOIS_JACKSON,1.935294118,0.76693467,5.30E-11,788
789,MINNESOTA,KITTSON,MINNESOTA_KITTSON,2.416672474,0.881202383,2.92E-14,789
790,OHIO,HOLMES,OHIO_HOLMES,1.465905404,0.790076747,3.32E-12,790
791,INDIANA,WARRICK,INDIANA_WARRICK,1.637918552,0.738108868,6.39E-10,791
792,NEBRASKA,FURNAS,NEBRASKA_FURNAS,0.768961837,0.568478323,1.10E-05,792
793,ILLINOIS,PIATT,ILLINOIS_PIATT,1.949918894,0.789490957,3.53E-12,793
794,ILLINOIS,PIKE,ILLINOIS_PIKE,1.921363746,0.814090751,6.53E-13,794
795,MISSOURI,DADE,MISSOURI_DADE,1.431332707,0.641973364,2.91E-07,795
796,OHIO,ASHTABULA,OHIO_ASHTABULA,1.669516776,0.851262589,1.30E-15,796
797,MICHIGAN,MACKINAC,MICHIGAN_MACKINAC,0.943859649,0.378733672,0.109816393,797
798,SOUTH DAKOTA,MEADE,SOUTH DAKOTA_MEADE,0.210493477,0.118379994,0.455263539,798
799,MINNESOTA,KOOCHICHING,MINNESOTA_KOOCHICHING,3.257352941,0.627906838,0.009204059,799
800,MISSOURI,ANDREW,MISSOURI_ANDREW,1.806914894,0.706277595,2.92E-08,800
801,ILLINOIS,GALLATIN,ILLINOIS_GALLATIN,1.910928029,0.806691089,5.22E-13,801
802,MICHIGAN,BAY,MICHIGAN_BAY,1.869420814,0.898392625,3.88E-19,802
803,NEBRASKA,ANTELOPE,NEBRASKA_ANTELOPE,2.883769508,0.957831503,1.20E-27,803
804,SOUTH DAKOTA,CHARLES MIX,SOUTH DAKOTA_CHARLES MIX,2.178323231,0.839345125,7.71E-15,804
805,ILLINOIS,WASHINGTON,ILLINOIS_WASHINGTON,1.936156407,0.733309345,6.31E-10,805
806,SOUTH DAKOTA,LINCOLN,SOUTH DAKOTA_LINCOLN,2.361645181,0.861337333,2.55E-16,806
807,WISCONSIN,WALWORTH,WISCONSIN_WALWORTH,1.856245198,0.834727495,1.48E-14,807
808,INDIANA,RANDOLPH,INDIANA_RANDOLPH,1.788333476,0.820629251,9.58E-14,808
809,KANSAS,LEAVENWORTH,KANSAS_LEAVENWORTH,1.576617336,0.620279955,7.09E-06,809
810,IOWA,WRIGHT,IOWA_WRIGHT,1.804516349,0.848907528,1.87E-15,810
811,MISSOURI,ST LOUIS,MISSOURI_ST LOUIS,1.879927971,0.820256384,3.13E-13,811
812,SOUTH DAKOTA,TURNER,SOUTH DAKOTA_TURNER,2.563664305,0.87996948,8.70E-18,812
813,INDIANA,MARSHALL,INDIANA_MARSHALL,1.960432852,0.877013197,1.54E-17,813
814,ILLINOIS,MASON,ILLINOIS_MASON,1.961076923,0.815582863,3.14E-13,814
815,IOWA,LINN,IOWA_LINN,2.189149321,0.830422665,4.83E-14,815
816,NEBRASKA,MADISON,NEBRASKA_MADISON,2.511218304,0.909373292,1.11E-20,816
817,MINNESOTA,AITKIN,MINNESOTA_AITKIN,1.518549465,0.619505954,0.000120893,817
818,SOUTH DAKOTA,LAKE,SOUTH DAKOTA_LAKE,2.768803893,0.924347264,1.45E-22,818
819,ILLINOIS,KNOX,ILLINOIS_KNOX,2.319038675,0.858862632,3.85E-16,819
820,IOWA,BLACK HAWK,IOWA_BLACK HAWK,2.004119355,0.837512345,1.00E-14,820
821,KANSAS,CHEROKEE,KANSAS_CHEROKEE,1.436687783,0.6486124,2.65E-07,821
822,INDIANA,VIGO,INDIANA_VIGO,1.720590636,0.76889225,6.98E-11,822
823,ILLINOIS,JASPER,ILLINOIS_JASPER,1.726343891,0.683330592,3.29E-08,823
824,MINNESOTA,HOUSTON,MINNESOTA_HOUSTON,1.827554854,0.873989513,2.73E-17,824
825,MICHIGAN,JACKSON,MICHIGAN_JACKSON,1.47091693,0.809739462,3.65E-13,825
826,INDIANA,FLOYD,INDIANA_FLOYD,2.127289638,0.70985218,6.02E-07,826
827,INDIANA,PERRY,INDIANA_PERRY,2.013596838,0.828784863,2.08E-12,827
828,KANSAS,CLARK,KANSAS_CLARK,2.224822191,0.736150706,2.07E-07,828
829,SOUTH DAKOTA,MARSHALL,SOUTH DAKOTA_MARSHALL,2.878261705,0.93591338,2.16E-23,829
830,MINNESOTA,LAKE OF THE WOODS,MINNESOTA_LAKE OF THE WOODS,-2.166666667,-0.400857979,0.284975927,830
831,KANSAS,MARSHALL,KANSAS_MARSHALL,1.533560624,0.674604323,7.80E-08,831
832,KANSAS,NEMAHA,KANSAS_NEMAHA,1.846624434,0.694413322,1.59E-08,832
833,KANSAS,OTTAWA,KANSAS_OTTAWA,0.999576639,0.504623686,0.000254781,833
834,KANSAS,SCOTT,KANSAS_SCOTT,0.273230569,0.209091811,0.153791796,834
835,WISCONSIN,ASHLAND,WISCONSIN_ASHLAND,1.098029557,0.472051292,0.009725683,835
836,KANSAS,WASHINGTON,KANSAS_WASHINGTON,1.13694898,0.630656378,1.19E-06,836
837,MISSOURI,CASS,MISSOURI_CASS,1.548360144,0.629853619,9.55E-07,837
838,IOWA,STORY,IOWA_STORY,1.864343038,0.795838689,1.78E-12,838
839,ILLINOIS,WINNEBAGO,ILLINOIS_WINNEBAGO,1.97518996,0.832635597,1.97E-14,839
840,NEBRASKA,KIMBALL,NEBRASKA_KIMBALL,0.467986432,0.390064718,0.007366421,840
841,MINNESOTA,MARTIN,MINNESOTA_MARTIN,1.980756424,0.82124889,8.86E-14,841
842,MINNESOTA,CASS,MINNESOTA_CASS,2.109933618,0.745321479,1.21E-07,842
843,OHIO,WILLIAMS,OHIO_WILLIAMS,1.764573551,0.837280683,1.03E-14,843
844,MINNESOTA,HUBBARD,MINNESOTA_HUBBARD,2.681167247,0.808640361,1.60E-10,844
845,ILLINOIS,FULTON,ILLINOIS_FULTON,2.126974302,0.833377283,1.78E-14,845
846,NEBRASKA,GRANT,NEBRASKA_GRANT,0.626315789,0.337438758,0.157700528,846
847,SOUTH DAKOTA,DOUGLAS,SOUTH DAKOTA_DOUGLAS,2.31960181,0.825410596,9.26E-14,847
848,NEBRASKA,OTOE,NEBRASKA_OTOE,1.938683514,0.755210224,9.87E-11,848
849,NEBRASKA,FILLMORE,NEBRASKA_FILLMORE,1.915303167,0.90403743,1.02E-19,849
850,MINNESOTA,CLAY,MINNESOTA_CLAY,2.402253906,0.911174984,6.84E-21,850
851,KANSAS,BUTLER,KANSAS_BUTLER,1.136622449,0.608722152,3.47E-06,851
852,MISSOURI,WEBSTER,MISSOURI_WEBSTER,1.737681159,0.727797873,1.47E-08,852
853,MISSOURI,CHARITON,MISSOURI_CHARITON,1.682881025,0.674358922,1.48E-07,853
854,MISSOURI,FRANKLIN,MISSOURI_FRANKLIN,1.983529412,0.799878975,3.22E-12,854
855,KANSAS,NESS,KANSAS_NESS,-0.498057354,-0.339398459,0.021025566,855
856,MISSOURI,LINCOLN,MISSOURI_LINCOLN,1.357678076,0.622678889,2.96E-06,856
857,MINNESOTA,CHISAGO,MINNESOTA_CHISAGO,1.736736959,0.840653432,6.38E-15,857
858,SOUTH DAKOTA,DEUEL,SOUTH DAKOTA_DEUEL,2.828510204,0.899566238,1.59E-18,858
859,WISCONSIN,LINCOLN,WISCONSIN_LINCOLN,1.405510204,0.796663342,7.59E-12,859
860,NEBRASKA,LOUP,NEBRASKA_LOUP,2.00653277,0.924694632,3.20E-19,860
861,ILLINOIS,MACOUPIN,ILLINOIS_MACOUPIN,1.823042773,0.772592396,1.96E-11,861
862,WISCONSIN,MARINETTE,WISCONSIN_MARINETTE,1.2644994,0.734134398,1.31E-09,862
863,MISSOURI,MISSISSIPPI,MISSOURI_MISSISSIPPI,1.9596474,0.857494429,4.82E-16,863
864,ILLINOIS,MCHENRY,ILLINOIS_MCHENRY,1.913507803,0.826330651,1.48E-13,864
865,SOUTH DAKOTA,WALWORTH,SOUTH DAKOTA_WALWORTH,2.025210084,0.848175311,7.61E-15,865
866,WISCONSIN,PIERCE,WISCONSIN_PIERCE,2.253615641,0.910829786,7.50E-21,866
867,NEBRASKA,CUSTER,NEBRASKA_CUSTER,2.308687783,0.964397388,5.82E-30,867
868,MINNESOTA,CHIPPEWA,MINNESOTA_CHIPPEWA,2.714977376,0.903240562,1.24E-19,868
869,MICHIGAN,OSCEOLA,MICHIGAN_OSCEOLA,1.64053654,0.853525022,4.85E-14,869
870,IOWA,BREMER,IOWA_BREMER,2.188068812,0.862336811,2.16E-16,870
871,MISSOURI,CEDAR,MISSOURI_CEDAR,1.933450509,0.792086818,5.51E-11,871
872,IOWA,HAMILTON,IOWA_HAMILTON,1.788045249,0.788650366,6.34E-12,872
873,WISCONSIN,GREEN LAKE,WISCONSIN_GREEN LAKE,1.897293605,0.869481333,6.21E-17,873
874,OHIO,CHAMPAIGN,OHIO_CHAMPAIGN,1.770118672,0.79172779,2.78E-12,874
875,MISSOURI,MONROE,MISSOURI_MONROE,1.550054299,0.580536865,7.98E-06,875
876,ILLINOIS,MERCER,ILLINOIS_MERCER,2.214850679,0.844775865,6.59E-15,876
877,MINNESOTA,COTTONWOOD,MINNESOTA_COTTONWOOD,2.267980022,0.871322234,4.45E-17,877
878,SOUTH DAKOTA,SANBORN,SOUTH DAKOTA_SANBORN,2.578186062,0.859396763,5.37E-15,878
879,MISSOURI,OSAGE,MISSOURI_OSAGE,1.848599846,0.801807921,9.15E-13,879
880,MICHIGAN,DELTA,MICHIGAN_DELTA,1.17769556,0.530018055,0.000215433,880
881,OHIO,BELMONT,OHIO_BELMONT,1.018685682,0.612479583,1.63E-05,881
882,IOWA,IOWA,IOWA_IOWA,2.215429864,0.809947412,6.12E-13,882
883,OHIO,VINTON,OHIO_VINTON,1.750045304,0.730759018,2.65E-08,883
884,MINNESOTA,NICOLLET,MINNESOTA_NICOLLET,2.196115427,0.879520196,9.50E-18,884
885,KANSAS,FINNEY,KANSAS_FINNEY,1.46115942,0.744320898,3.05E-09,885
886,INDIANA,SHELBY,INDIANA_SHELBY,1.613476479,0.742040264,3.08E-10,886
887,MINNESOTA,NOBLES,MINNESOTA_NOBLES,2.356189704,0.875539027,2.04E-17,887
888,MICHIGAN,CLINTON,MICHIGAN_CLINTON,1.855390156,0.892352733,3.33E-18,888
889,MISSOURI,PHELPS,MISSOURI_PHELPS,1.278916256,0.494294071,0.006420046,889
890,MISSOURI,DOUGLAS,MISSOURI_DOUGLAS,0.1725,0.042165826,0.881391946,890
891,MISSOURI,CAMDEN,MISSOURI_CAMDEN,1.739924812,0.495295634,0.026381775,891
892,NEBRASKA,DOUGLAS,NEBRASKA_DOUGLAS,2.380821128,0.871799427,1.74E-16,892
893,SOUTH DAKOTA,MCPHERSON,SOUTH DAKOTA_MCPHERSON,2.009959184,0.825215414,3.04E-13,893
894,INDIANA,MARION,INDIANA_MARION,1.695127968,0.781462976,1.46E-10,894
895,ILLINOIS,CHRISTIAN,ILLINOIS_CHRISTIAN,1.955024332,0.82329171,6.82E-14,895
896,MICHIGAN,ISABELLA,MICHIGAN_ISABELLA,1.951579442,0.898068249,1.82E-19,896
897,MICHIGAN,MENOMINEE,MICHIGAN_MENOMINEE,1.150558744,0.588797832,3.28E-05,897
898,MICHIGAN,SCHOOLCRAFT,MICHIGAN_SCHOOLCRAFT,1.329285714,0.343705007,0.209723189,898
899,MISSOURI,DALLAS,MISSOURI_DALLAS,2.095201613,0.677912611,2.79E-05,899
900,MINNESOTA,MILLE LACS,MINNESOTA_MILLE LACS,1.585719457,0.764938542,6.37E-11,900
901,MICHIGAN,LUCE,MICHIGAN_LUCE,2.515454545,0.593672947,0.054157055,901
902,MISSOURI,MADISON,MISSOURI_MADISON,1.244582043,0.293233477,0.237620913,902
903,INDIANA,BARTHOLOMEW,INDIANA_BARTHOLOMEW,1.796364946,0.752403354,2.97E-10,903
904,NEBRASKA,HALL,NEBRASKA_HALL,1.990769231,0.923927563,4.37E-22,904
905,KANSAS,OSAGE,KANSAS_OSAGE,1.067221719,0.519070133,9.51E-05,905
906,KANSAS,JEFFERSON,KANSAS_JEFFERSON,2.018256903,0.766917727,8.35E-11,906
907,WISCONSIN,ADAMS,WISCONSIN_ADAMS,1.145665158,0.723959536,1.93E-09,907
908,MISSOURI,DENT,MISSOURI_DENT,1.187803501,0.459979377,0.031243724,908
909,MISSOURI,RAY,MISSOURI_RAY,2.018091837,0.770101202,9.89E-11,909
910,KANSAS,SEDGWICK,KANSAS_SEDGWICK,0.907040816,0.52759947,9.80E-05,910
911,INDIANA,POSEY,INDIANA_POSEY,1.934833091,0.804319777,6.87E-13,911
912,MISSOURI,WARREN,MISSOURI_WARREN,1.496216086,0.682722308,4.72E-08,912
913,INDIANA,ELKHART,INDIANA_ELKHART,1.883538462,0.874398778,5.26E-17,913
914,ILLINOIS,MORGAN,ILLINOIS_MORGAN,1.891438914,0.798180564,2.31E-12,914
915,INDIANA,SWITZERLAND,INDIANA_SWITZERLAND,2.501518219,0.784755352,3.36E-09,915
916,NEBRASKA,KEYA PAHA,NEBRASKA_KEYA PAHA,2.441445403,0.903527195,4.92E-20,916
917,NEBRASKA,SHERIDAN,NEBRASKA_SHERIDAN,1.748959276,0.880758495,1.59E-17,917
918,IOWA,WEBSTER,IOWA_WEBSTER,1.924993597,0.838097501,9.21E-15,918
919,INDIANA,OHIO,INDIANA_OHIO,2.473660503,0.799965117,2.84E-09,919
920,IOWA,UNION,IOWA_UNION,1.911773756,0.772335429,3.19E-11,920
921,IOWA,DUBUQUE,IOWA_DUBUQUE,2.377332878,0.900998496,9.10E-20,921
922,MISSOURI,LEWIS,MISSOURI_LEWIS,1.396105642,0.567820721,1.70E-05,922
923,INDIANA,DEARBORN,INDIANA_DEARBORN,1.613203278,0.776453567,1.34E-11,923
