FID,STATE_NM,COUNTY_NM,index,Slope,R,p,Id
368,SOUTH DAKOTA,HAND,SOUTH DAKOTA_HAND,2.303590028,0.881732764,6.14E-18,368
369,MINNESOTA,MURRAY,MINNESOTA_MURRAY,2.544463417,0.889423149,1.26E-18,369
370,ILLINOIS,DE KALB,ILLINOIS_DE KALB,1.949398105,0.887625077,1.84E-18,370
371,MICHIGAN,MISSAUKEE,MICHIGAN_MISSAUKEE,1.707772471,0.854695821,1.09E-14,371
372,MICHIGAN,CASS,MICHIGAN_CASS,1.922048152,0.9011582,8.76E-20,372
373,KANSAS,PAWNEE,KANSAS_PAWNEE,1.202675858,0.695073343,4.21E-08,373
374,IOWA,CRAWFORD,IOWA_CRAWFORD,2.762119013,0.900935271,9.24E-20,374
375,IOWA,IDA,IOWA_IDA,2.581909502,0.894067336,1.02E-18,375
376,IOWA,OSCEOLA,IOWA_OSCEOLA,2.274391702,0.890235881,1.05E-18,376
377,IOWA,MILLS,IOWA_MILLS,2.169661465,0.846189271,1.02E-14,377
378,OHIO,DELAWARE,OHIO_DELAWARE,1.772180995,0.827340761,7.22E-14,378
379,MINNESOTA,OLMSTED,MINNESOTA_OLMSTED,2.388858533,0.908189118,1.51E-20,379
380,WISCONSIN,MONROE,WISCONSIN_MONROE,1.38280543,0.814217133,2.13E-13,380
381,OHIO,PIKE,OHIO_PIKE,2.114479592,0.849618499,1.18E-14,381
382,WISCONSIN,RACINE,WISCONSIN_RACINE,1.828003074,0.849237263,1.78E-15,382
383,MISSOURI,BATES,MISSOURI_BATES,2.185673759,0.803288826,1.84E-11,383
384,MISSOURI,JOHNSON,MISSOURI_JOHNSON,1.670642534,0.680035635,4.05E-08,384
385,MISSOURI,HENRY,MISSOURI_HENRY,1.283255702,0.541927347,4.81E-05,385
386,MISSOURI,MERCER,MISSOURI_MERCER,1.494305849,0.665157074,8.42E-07,386
387,INDIANA,WHITLEY,INDIANA_WHITLEY,1.865077265,0.828169054,3.60E-14,387
388,WISCONSIN,CHIPPEWA,WISCONSIN_CHIPPEWA,1.55954495,0.763885719,4.48E-11,388
389,IOWA,TAMA,IOWA_TAMA,2.093088876,0.849900714,1.61E-15,389
390,ILLINOIS,OGLE,ILLINOIS_OGLE,2.162925809,0.885006093,3.17E-18,390
391,KANSAS,TREGO,KANSAS_TREGO,-0.283030303,-0.168277697,0.274875752,391
392,KANSAS,HASKELL,KANSAS_HASKELL,1.722107034,0.808985091,3.48E-12,392
393,MISSOURI,MORGAN,MISSOURI_MORGAN,1.461009135,0.635142541,4.24E-07,393
394,ILLINOIS,LEE,ILLINOIS_LEE,2.074750277,0.883458493,4.34E-18,394
395,NEBRASKA,HARLAN,NEBRASKA_HARLAN,1.479680697,0.861569373,2.45E-16,395
396,NEBRASKA,BROWN,NEBRASKA_BROWN,2.410492197,0.931039041,1.19E-22,396
397,ILLINOIS,JEFFERSON,ILLINOIS_JEFFERSON,1.775393665,0.801872691,1.54E-12,397
398,INDIANA,FAYETTE,INDIANA_FAYETTE,1.797882694,0.771668476,2.14E-11,398
399,KANSAS,LINCOLN,KANSAS_LINCOLN,0.551676231,0.283768899,0.065172061,399
400,ILLINOIS,MONTGOMERY,ILLINOIS_MONTGOMERY,1.994386579,0.777592778,1.20E-11,400
401,KANSAS,DICKINSON,KANSAS_DICKINSON,1.795981555,0.756085607,1.91E-09,401
402,INDIANA,SPENCER,INDIANA_SPENCER,1.8860181,0.792940077,4.05E-12,402
403,ILLINOIS,LA SALLE,ILLINOIS_LA SALLE,2.064153846,0.853351656,1.82E-15,403
404,KANSAS,REPUBLIC,KANSAS_REPUBLIC,1.269402161,0.733427122,1.38E-09,404
405,KANSAS,KEARNY,KANSAS_KEARNY,1.655296443,0.8466308,2.35E-13,405
406,INDIANA,WAYNE,INDIANA_WAYNE,1.752565525,0.77151215,2.18E-11,406
407,IOWA,PALO ALTO,IOWA_PALO ALTO,1.928720225,0.863757717,1.69E-16,407
408,KANSAS,CRAWFORD,KANSAS_CRAWFORD,1.081163275,0.521458468,0.000170888,408
409,MICHIGAN,HOUGHTON,MICHIGAN_HOUGHTON,2.243343653,0.651397541,0.003405881,409
410,MICHIGAN,KENT,MICHIGAN_KENT,1.934517203,0.915375735,2.14E-21,410
411,ILLINOIS,EDGAR,ILLINOIS_EDGAR,1.836895928,0.805132089,1.07E-12,411
412,SOUTH DAKOTA,FALL RIVER,SOUTH DAKOTA_FALL RIVER,0.298508443,0.225727007,0.161362449,412
413,KANSAS,FORD,KANSAS_FORD,1.875528831,0.820547657,2.95E-12,413
414,MISSOURI,WRIGHT,MISSOURI_WRIGHT,1.641382869,0.309571341,0.211263699,414
415,OHIO,MAHONING,OHIO_MAHONING,1.480158798,0.829274976,3.11E-14,415
416,OHIO,MIAMI,OHIO_MIAMI,1.859540681,0.794936552,1.97E-12,416
417,NEBRASKA,MERRICK,NEBRASKA_MERRICK,1.771809955,0.88664858,4.93E-18,417
418,KANSAS,ELLIS,KANSAS_ELLIS,-0.645201882,-0.303937079,0.063572514,418
419,SOUTH DAKOTA,CODINGTON,SOUTH DAKOTA_CODINGTON,2.968085106,0.908822025,1.06E-18,419
420,WISCONSIN,WASHBURN,WISCONSIN_WASHBURN,1.604149236,0.731099186,7.54E-10,420
421,MICHIGAN,EATON,MICHIGAN_EATON,1.898968326,0.878944264,2.25E-17,421
422,KANSAS,SHAWNEE,KANSAS_SHAWNEE,1.337257919,0.677359349,4.80E-08,422
423,KANSAS,GRAY,KANSAS_GRAY,1.768714286,0.802324833,4.18E-12,423
424,NEBRASKA,LINCOLN,NEBRASKA_LINCOLN,1.775147272,0.927533588,5.13E-23,424
425,KANSAS,MONTGOMERY,KANSAS_MONTGOMERY,1.079565611,0.636365619,5.19E-07,425
426,INDIANA,CLARK,INDIANA_CLARK,1.666946982,0.771785014,2.12E-11,426
427,WISCONSIN,RICHLAND,WISCONSIN_RICHLAND,1.530547255,0.849987535,1.59E-15,427
428,WISCONSIN,DANE,WISCONSIN_DANE,2.038273713,0.879700264,9.17E-18,428
429,KANSAS,SEWARD,KANSAS_SEWARD,2.051871724,0.880924686,6.83E-16,429
430,MINNESOTA,GOODHUE,MINNESOTA_GOODHUE,2.302023393,0.916933063,1.37E-21,430
431,MISSOURI,PIKE,MISSOURI_PIKE,1.573522209,0.647335091,3.77E-07,431
432,ILLINOIS,MACON,ILLINOIS_MACON,2.033070093,0.78480576,5.77E-12,432
433,KANSAS,POTTAWATOMIE,KANSAS_POTTAWATOMIE,1.651927602,0.752850596,1.87E-10,433
434,MINNESOTA,HENNEPIN,MINNESOTA_HENNEPIN,2.008558866,0.829013148,3.22E-14,434
435,MINNESOTA,MAHNOMEN,MINNESOTA_MAHNOMEN,2.159458834,0.8196658,1.85E-12,435
436,SOUTH DAKOTA,JONES,SOUTH DAKOTA_JONES,0.629565217,0.393028734,0.007568266,436
437,OHIO,LICKING,OHIO_LICKING,1.786593037,0.878289096,5.38E-17,437
438,MISSOURI,CRAWFORD,MISSOURI_CRAWFORD,1.154652174,0.448417114,0.027969052,438
439,MISSOURI,POLK,MISSOURI_POLK,1.858051187,0.705373965,4.41E-08,439
440,INDIANA,LAKE,INDIANA_LAKE,1.747397959,0.808292251,2.18E-12,440
441,INDIANA,OWEN,INDIANA_OWEN,1.486655462,0.684955869,4.10E-08,441
442,IOWA,WARREN,IOWA_WARREN,1.669517407,0.726329559,2.37E-09,442
443,NEBRASKA,RICHARDSON,NEBRASKA_RICHARDSON,2.09765645,0.814697011,2.01E-13,443
444,MINNESOTA,TRAVERSE,MINNESOTA_TRAVERSE,2.79865534,0.911829511,5.73E-21,444
445,MISSOURI,OZARK,MISSOURI_OZARK,0.313214286,0.082874747,0.76903928,445
446,MISSOURI,JACKSON,MISSOURI_JACKSON,1.918428571,0.746228603,7.55E-10,446
447,WISCONSIN,VERNON,WISCONSIN_VERNON,1.534436097,0.869656859,6.02E-17,447
448,MISSOURI,PEMISCOT,MISSOURI_PEMISCOT,2.030112896,0.869380955,1.10E-15,448
449,OHIO,OTTAWA,OHIO_OTTAWA,1.804751131,0.828684969,6.06E-14,449
450,OHIO,CUYAHOGA,OHIO_CUYAHOGA,2.208041958,0.587339285,0.044642498,450
451,OHIO,FAIRFIELD,OHIO_FAIRFIELD,1.903547511,0.85195239,2.25E-15,451
452,SOUTH DAKOTA,HANSON,SOUTH DAKOTA_HANSON,2.535122449,0.852288646,7.98E-15,452
453,WISCONSIN,BROWN,WISCONSIN_BROWN,1.697846939,0.836144129,7.57E-14,453
454,WISCONSIN,EAU CLAIRE,WISCONSIN_EAU CLAIRE,1.769772902,0.871798874,4.08E-17,454
455,INDIANA,VERMILLION,INDIANA_VERMILLION,1.806608042,0.785980433,5.11E-12,455
456,SOUTH DAKOTA,BROWN,SOUTH DAKOTA_BROWN,2.887334586,0.937869592,1.24E-24,456
457,MICHIGAN,GLADWIN,MICHIGAN_GLADWIN,2.139611376,0.895181201,9.34E-18,457
458,MICHIGAN,ALCONA,MICHIGAN_ALCONA,0.875839807,0.369654599,0.022362128,458
459,MINNESOTA,WRIGHT,MINNESOTA_WRIGHT,2.082141657,0.853500081,3.44E-15,459
460,IOWA,JASPER,IOWA_JASPER,2.387013575,0.876026519,3.89E-17,460
461,INDIANA,KNOX,INDIANA_KNOX,1.796854742,0.766169611,8.94E-11,461
462,ILLINOIS,DU PAGE,ILLINOIS_DU PAGE,1.438461538,0.679889208,1.93E-06,462
463,INDIANA,HAMILTON,INDIANA_HAMILTON,1.648437633,0.797566542,1.47E-12,463
464,IOWA,MONROE,IOWA_MONROE,1.737457014,0.693673682,1.67E-08,464
465,IOWA,WASHINGTON,IOWA_WASHINGTON,2.043040724,0.780913851,1.39E-11,465
466,MINNESOTA,DODGE,MINNESOTA_DODGE,2.510959276,0.910962265,1.77E-20,466
467,MISSOURI,AUDRAIN,MISSOURI_AUDRAIN,1.588361991,0.620139815,1.21E-06,467
468,NEBRASKA,JOHNSON,NEBRASKA_JOHNSON,1.749746606,0.762310753,8.09E-11,468
469,OHIO,WYANDOT,OHIO_WYANDOT,1.70671903,0.780513277,8.94E-12,469
470,INDIANA,HENRY,INDIANA_HENRY,1.955486194,0.83270632,6.49E-14,470
471,KANSAS,GRANT,KANSAS_GRANT,1.744900555,0.760513287,5.57E-10,471
472,NEBRASKA,HAMILTON,NEBRASKA_HAMILTON,2.274343891,0.933793574,1.63E-23,472
473,NEBRASKA,ARTHUR,NEBRASKA_ARTHUR,1.367022285,0.625508625,3.48E-05,473
474,ILLINOIS,GREENE,ILLINOIS_GREENE,2.002992402,0.841064659,6.02E-15,474
475,ILLINOIS,CASS,ILLINOIS_CASS,2.044267054,0.836575014,1.14E-14,475
476,MISSOURI,PUTNAM,MISSOURI_PUTNAM,1.18222692,0.569941261,5.38E-05,476
477,ILLINOIS,ST CLAIR,ILLINOIS_ST CLAIR,1.849295654,0.800692531,1.04E-12,477
478,INDIANA,JEFFERSON,INDIANA_JEFFERSON,1.726020408,0.761262823,3.36E-10,478
479,IOWA,VAN BUREN,IOWA_VAN BUREN,1.746136771,0.706043423,5.01E-09,479
480,IOWA,HARRISON,IOWA_HARRISON,2.240086435,0.879942629,3.95E-17,480
481,MISSOURI,WORTH,MISSOURI_WORTH,1.550054299,0.662239753,1.21E-07,481
482,MICHIGAN,IRON,MICHIGAN_IRON,1.465384615,0.430691511,0.141781954,482
483,MINNESOTA,WINONA,MINNESOTA_WINONA,2.141684453,0.904908934,3.48E-20,483
484,OHIO,HARRISON,OHIO_HARRISON,1.301166867,0.70107104,1.43E-08,484
485,KANSAS,SHERMAN,KANSAS_SHERMAN,0.543613933,0.397455029,0.003526751,485
486,MISSOURI,COLE,MISSOURI_COLE,1.795520362,0.772539061,3.13E-11,486
487,OHIO,TRUMBULL,OHIO_TRUMBULL,1.899005379,0.890294762,1.04E-18,487
488,NEBRASKA,PLATTE,NEBRASKA_PLATTE,2.662165969,0.937762952,1.29E-24,488
489,ILLINOIS,DE WITT,ILLINOIS_DE WITT,2.05057383,0.830731977,8.41E-14,489
490,KANSAS,BARBER,KANSAS_BARBER,1.386679842,0.564344355,5.39703E-05,490
491,NEBRASKA,BURT,NEBRASKA_BURT,2.439520191,0.897467301,2.10E-19,491
492,OHIO,BROWN,OHIO_BROWN,2.053999829,0.87272188,3.45E-17,492
493,OHIO,PREBLE,OHIO_PREBLE,1.777371297,0.760703372,6.01E-11,493
494,OHIO,GALLIA,OHIO_GALLIA,1.829142857,0.857252496,3.79E-15,494
495,MISSOURI,NODAWAY,MISSOURI_NODAWAY,1.626020408,0.701464519,1.98E-08,495
496,INDIANA,PULASKI,INDIANA_PULASKI,1.632162896,0.786383963,8.00E-12,496
497,INDIANA,SCOTT,INDIANA_SCOTT,1.632633854,0.801525549,2.70E-12,497
498,IOWA,CHICKASAW,IOWA_CHICKASAW,2.250956203,0.870235085,5.42E-17,498
499,NEBRASKA,GOSPER,NEBRASKA_GOSPER,1.791308523,0.90100605,4.93E-19,499
500,NEBRASKA,LOGAN,NEBRASKA_LOGAN,2.512271493,0.927888295,1.23E-22,500
501,MICHIGAN,OSCODA,MICHIGAN_OSCODA,0.910119658,0.467173756,0.016117168,501
502,MISSOURI,CHRISTIAN,MISSOURI_CHRISTIAN,1.565789474,0.654841845,1.09581E-05,502
503,OHIO,CARROLL,OHIO_CARROLL,0.794434389,0.525547581,7.49E-05,503
504,SOUTH DAKOTA,SPINK,SOUTH DAKOTA_SPINK,2.780253394,0.926257274,2.09E-22,504
505,WISCONSIN,MARATHON,WISCONSIN_MARATHON,1.379049774,0.770550715,3.78E-11,505
506,ILLINOIS,SALINE,ILLINOIS_SALINE,2.042289593,0.768543752,4.56E-11,506
507,MINNESOTA,WILKIN,MINNESOTA_WILKIN,2.484480192,0.917074022,8.45E-21,507
508,IOWA,JONES,IOWA_JONES,2.074932127,0.833025728,3.41E-14,508
509,MISSOURI,LAWRENCE,MISSOURI_LAWRENCE,1.735755102,0.756315426,3.29E-10,509
510,MISSOURI,ATCHISON,MISSOURI_ATCHISON,2.182285714,0.789080568,9.97E-12,510
511,NEBRASKA,CASS,NEBRASKA_CASS,2.255963801,0.794895415,3.29E-12,511
512,ILLINOIS,CARROLL,ILLINOIS_CARROLL,2.551485529,0.910853146,7.46E-21,512
513,MISSOURI,ST CHARLES,MISSOURI_ST CHARLES,1.837996243,0.81088229,3.18E-13,513
514,OHIO,MEIGS,OHIO_MEIGS,1.638031212,0.836314328,4.02E-14,514
515,SOUTH DAKOTA,CORSON,SOUTH DAKOTA_CORSON,1.406036014,0.818697053,3.78E-13,515
516,INDIANA,ADAMS,INDIANA_ADAMS,1.617230769,0.786450716,7.95E-12,516
517,KANSAS,GREELEY,KANSAS_GREELEY,-0.753462843,-0.38553812,0.008143911,517
518,MISSOURI,STODDARD,MISSOURI_STODDARD,1.772778281,0.881496182,1.38E-17,518
519,ILLINOIS,CRAWFORD,ILLINOIS_CRAWFORD,1.672687783,0.687127326,2.57E-08,519
520,IOWA,SIOUX,IOWA_SIOUX,2.718214804,0.927156703,5.81E-23,520
521,INDIANA,HARRISON,INDIANA_HARRISON,1.789033552,0.712250695,3.19E-09,521
522,INDIANA,WARREN,INDIANA_WARREN,1.970225391,0.794334843,2.10E-12,522
523,IOWA,CLAYTON,IOWA_CLAYTON,2.121753607,0.901428664,8.21E-20,523
524,IOWA,WINNESHIEK,IOWA_WINNESHIEK,2.243682233,0.903910326,4.47E-20,524
525,ILLINOIS,PEORIA,ILLINOIS_PEORIA,2.462678221,0.873185743,3.16E-17,525
526,ILLINOIS,GRUNDY,ILLINOIS_GRUNDY,1.992154017,0.772903651,1.90E-11,526
527,INDIANA,JACKSON,INDIANA_JACKSON,1.488115246,0.704874021,1.10E-08,527
528,INDIANA,HANCOCK,INDIANA_HANCOCK,1.563416716,0.776203974,1.38E-11,528
529,KANSAS,RICE,KANSAS_RICE,0.51916127,0.295356799,0.046285284,529
530,KANSAS,SHERIDAN,KANSAS_SHERIDAN,-0.028755102,-0.0207149,0.88765187,530
531,NEBRASKA,NANCE,NEBRASKA_NANCE,2.247755656,0.91960771,1.61E-21,531
532,MICHIGAN,SHIAWASSEE,MICHIGAN_SHIAWASSEE,1.87400905,0.908626755,3.25E-20,532
533,OHIO,HOCKING,OHIO_HOCKING,1.634116559,0.798053082,3.10E-11,533
534,KANSAS,RILEY,KANSAS_RILEY,1.690764163,0.692913377,1.33E-07,534
535,NEBRASKA,KEITH,NEBRASKA_KEITH,1.006262443,0.734554532,8.49E-10,535
536,NEBRASKA,WASHINGTON,NEBRASKA_WASHINGTON,2.293912747,0.870803341,4.89E-17,536
537,MISSOURI,CLARK,MISSOURI_CLARK,1.449436223,0.554213885,9.49E-05,537
538,SOUTH DAKOTA,JACKSON,SOUTH DAKOTA_JACKSON,1.440010947,0.545173637,0.002698569,538
539,SOUTH DAKOTA,DEWEY,SOUTH DAKOTA_DEWEY,1.253530655,0.752215564,3.94E-09,539
540,SOUTH DAKOTA,HUTCHINSON,SOUTH DAKOTA_HUTCHINSON,2.453158371,0.81853721,2.19E-13,540
541,SOUTH DAKOTA,UNION,SOUTH DAKOTA_UNION,2.514325792,0.881722031,1.32E-17,541
542,SOUTH DAKOTA,ROBERTS,SOUTH DAKOTA_ROBERTS,2.827130852,0.931473309,1.02E-22,542
543,WISCONSIN,JACKSON,WISCONSIN_JACKSON,1.765995048,0.874375318,2.54E-17,543
544,WISCONSIN,BURNETT,WISCONSIN_BURNETT,1.235042261,0.745208431,2.36E-10,544
545,MINNESOTA,CLEARWATER,MINNESOTA_CLEARWATER,1.817984496,0.76634357,1.33E-09,545
546,MISSOURI,IRON,MISSOURI_IRON,0.090441176,0.019760863,0.942094185,546
547,MISSOURI,BOLLINGER,MISSOURI_BOLLINGER,1.960132653,0.855710335,4.79E-15,547
548,MICHIGAN,MONROE,MICHIGAN_MONROE,1.799291386,0.855179803,7.01E-16,548
549,MINNESOTA,SWIFT,MINNESOTA_SWIFT,2.626723982,0.92334281,5.23E-22,549
550,ILLINOIS,SHELBY,ILLINOIS_SHELBY,1.828767182,0.756170394,9.06E-11,550
551,INDIANA,JAY,INDIANA_JAY,1.744984394,0.78129992,2.16E-11,551
552,INDIANA,FRANKLIN,INDIANA_FRANKLIN,1.897682063,0.797734639,1.45E-12,552
553,MISSOURI,JEFFERSON,MISSOURI_JEFFERSON,1.311205498,0.748718779,1.74E-10,553
554,OHIO,ERIE,OHIO_ERIE,1.606208884,0.832362174,6.79E-14,554
555,NEBRASKA,NUCKOLLS,NEBRASKA_NUCKOLLS,1.189556561,0.767153373,5.19E-11,555
556,OHIO,NOBLE,OHIO_NOBLE,1.479944899,0.720351131,7.52E-08,556
557,SOUTH DAKOTA,GREGORY,SOUTH DAKOTA_GREGORY,1.658972389,0.749523469,3.79E-10,557
558,WISCONSIN,PEPIN,WISCONSIN_PEPIN,1.870391872,0.905916857,2.70E-20,558
559,ILLINOIS,LOGAN,ILLINOIS_LOGAN,1.989251259,0.775274836,1.51E-11,559
560,INDIANA,PUTNAM,INDIANA_PUTNAM,1.813420814,0.765250652,6.19E-11,560
561,KANSAS,EDWARDS,KANSAS_EDWARDS,1.715928571,0.818558005,6.76E-13,561
562,MICHIGAN,NEWAYGO,MICHIGAN_NEWAYGO,1.669862546,0.875537659,2.04E-17,562
563,MISSOURI,CLINTON,MISSOURI_CLINTON,1.725172885,0.669343685,5.79E-08,563
564,MISSOURI,PETTIS,MISSOURI_PETTIS,1.658090498,0.63954506,4.37E-07,564
565,NEBRASKA,HOWARD,NEBRASKA_HOWARD,1.984794673,0.929877733,2.32E-23,565
566,NEBRASKA,WHEELER,NEBRASKA_WHEELER,2.271733615,0.913842758,4.85E-18,566
567,NEBRASKA,HOOKER,NEBRASKA_HOOKER,3.767786561,0.816627304,2.00E-06,567
568,NEBRASKA,VALLEY,NEBRASKA_VALLEY,2.273085973,0.935998531,7.29E-24,568
569,OHIO,HENRY,OHIO_HENRY,1.68921267,0.808538684,7.21E-13,569
570,MISSOURI,BUTLER,MISSOURI_BUTLER,2.220814061,0.899116529,9.34E-18,570
571,ILLINOIS,COOK,ILLINOIS_COOK,1.700830565,0.745296049,9.88E-09,571
572,ILLINOIS,FRANKLIN,ILLINOIS_FRANKLIN,1.773828225,0.727600009,9.94E-10,572
573,KANSAS,GEARY,KANSAS_GEARY,1.705637455,0.761184562,1.39E-10,573
574,ILLINOIS,WHITE,ILLINOIS_WHITE,2.144813455,0.826561499,4.45E-14,574
575,KANSAS,WALLACE,KANSAS_WALLACE,0.446311286,0.349389945,0.016075244,575
576,KANSAS,MARION,KANSAS_MARION,0.905176471,0.553576149,2.51E-05,576
577,KANSAS,WABAUNSEE,KANSAS_WABAUNSEE,1.176042119,0.601630985,6.10E-06,577
578,ILLINOIS,HANCOCK,ILLINOIS_HANCOCK,2.268488688,0.799678328,1.96E-12,578
579,MINNESOTA,BIG STONE,MINNESOTA_BIG STONE,2.699099291,0.907147899,1.97E-20,579
580,WISCONSIN,TAYLOR,WISCONSIN_TAYLOR,1.458000434,0.728266089,4.45E-09,580
581,INDIANA,STEUBEN,INDIANA_STEUBEN,1.580040816,0.82229839,4.33E-13,581
582,MINNESOTA,REDWOOD,MINNESOTA_REDWOOD,2.389848886,0.87344212,3.02E-17,582
583,KANSAS,WYANDOTTE,KANSAS_WYANDOTTE,0.952844273,0.372910882,0.025091493,583
584,OHIO,CRAWFORD,OHIO_CRAWFORD,1.997443012,0.851505929,1.25E-15,584
585,NEBRASKA,CEDAR,NEBRASKA_CEDAR,2.966289593,0.926903097,6.32E-23,585
586,OHIO,LAWRENCE,OHIO_LAWRENCE,1.423855227,0.751806931,1.13E-09,586
587,ILLINOIS,MASSAC,ILLINOIS_MASSAC,2.000591837,0.83408633,9.91E-14,587
588,NEBRASKA,BOYD,NEBRASKA_BOYD,2.088601824,0.810282079,3.02E-12,588
589,ILLINOIS,MADISON,ILLINOIS_MADISON,2.037983437,0.800872497,1.02E-12,589
590,IOWA,LEE,IOWA_LEE,1.77150175,0.684764004,2.16E-08,590
591,INDIANA,SULLIVAN,INDIANA_SULLIVAN,1.957839136,0.857709561,1.80E-15,591
592,MINNESOTA,DOUGLAS,MINNESOTA_DOUGLAS,2.59417527,0.885376852,1.39E-17,592
593,SOUTH DAKOTA,AURORA,SOUTH DAKOTA_AURORA,2.235855204,0.849497882,3.27E-15,593
594,KANSAS,WICHITA,KANSAS_WICHITA,0.271963801,0.181884103,0.20146227,594
595,MICHIGAN,KEWEENAW,MICHIGAN_KEWEENAW,-6.5,-0.909469025,0.032250947,595
596,MICHIGAN,MASON,MICHIGAN_MASON,2.066709066,0.871017582,1.73E-15,596
597,WISCONSIN,DODGE,WISCONSIN_DODGE,2.052441731,0.919135191,7.19E-22,597
598,SOUTH DAKOTA,GRANT,SOUTH DAKOTA_GRANT,2.687927943,0.921819877,3.19E-22,598
599,MICHIGAN,MONTCALM,MICHIGAN_MONTCALM,1.850973278,0.922823093,2.34E-22,599
600,ILLINOIS,RICHLAND,ILLINOIS_RICHLAND,1.641891957,0.679992803,5.60E-08,600
601,MICHIGAN,ALLEGAN,MICHIGAN_ALLEGAN,1.974950226,0.870440832,1.07E-16,601
602,ILLINOIS,WABASH,ILLINOIS_WABASH,1.788941176,0.776778491,2.08E-11,602
603,ILLINOIS,CLAY,ILLINOIS_CLAY,2.018832579,0.789053982,6.08E-12,603
604,INDIANA,CASS,INDIANA_CASS,1.827913565,0.8033933,2.20E-12,604
605,IOWA,DELAWARE,IOWA_DELAWARE,2.209433962,0.863224491,1.85E-16,605
606,KANSAS,COFFEY,KANSAS_COFFEY,1.103357466,0.559452632,1.97E-05,606
607,NEBRASKA,MORRILL,NEBRASKA_MORRILL,1.708204559,0.899025028,1.46E-19,607
608,KANSAS,RUSSELL,KANSAS_RUSSELL,0.299271709,0.114125258,0.513890557,608
609,MINNESOTA,ITASCA,MINNESOTA_ITASCA,2.627498588,0.856627449,3.62E-07,609
610,SOUTH DAKOTA,CLAY,SOUTH DAKOTA_CLAY,2.524633484,0.845609722,5.83E-15,610
611,WISCONSIN,JEFFERSON,WISCONSIN_JEFFERSON,1.93239819,0.877646408,2.88E-17,611
612,WISCONSIN,GRANT,WISCONSIN_GRANT,2.094493298,0.873078426,3.23E-17,612
613,WISCONSIN,COLUMBIA,WISCONSIN_COLUMBIA,1.974955178,0.891960452,7.25E-19,613
614,ILLINOIS,JO DAVIESS,ILLINOIS_JO DAVIESS,2.178481175,0.861452234,2.50E-16,614
615,MINNESOTA,BROWN,MINNESOTA_BROWN,2.266588406,0.888178375,1.64E-18,615
616,MINNESOTA,LINCOLN,MINNESOTA_LINCOLN,2.618262443,0.885900644,5.74E-18,616
617,INDIANA,BENTON,INDIANA_BENTON,1.911461624,0.798344497,1.35E-12,617
618,IOWA,JOHNSON,IOWA_JOHNSON,1.996054299,0.805345858,1.04E-12,618
619,IOWA,SHELBY,IOWA_SHELBY,2.44639819,0.890142543,2.38E-18,619
620,KANSAS,HODGEMAN,KANSAS_HODGEMAN,1.537700348,0.689697872,6.11E-07,620
621,INDIANA,WHITE,INDIANA_WHITE,1.834904977,0.804897164,1.09E-12,621
622,INDIANA,KOSCIUSKO,INDIANA_KOSCIUSKO,1.977396909,0.887835029,1.76E-18,622
623,IOWA,WOODBURY,IOWA_WOODBURY,2.595884914,0.902776016,5.91E-20,623
624,MICHIGAN,LIVINGSTON,MICHIGAN_LIVINGSTON,1.774276445,0.876290732,1.77E-17,624
625,OHIO,ADAMS,OHIO_ADAMS,1.67359276,0.750569344,2.27E-10,625
626,OHIO,MEDINA,OHIO_MEDINA,1.578101255,0.805226608,6.19E-13,626
627,KANSAS,MIAMI,KANSAS_MIAMI,1.387040041,0.621738635,8.68E-07,627
628,WISCONSIN,CRAWFORD,WISCONSIN_CRAWFORD,1.632741398,0.87517126,2.19E-17,628
629,ILLINOIS,SANGAMON,ILLINOIS_SANGAMON,2.073952019,0.838201257,9.07E-15,629
630,ILLINOIS,MOULTRIE,ILLINOIS_MOULTRIE,1.80179288,0.77353231,1.79E-11,630
631,OHIO,UNION,OHIO_UNION,2.002407581,0.849794624,1.63E-15,631
632,MISSOURI,ST FRANCOIS,MISSOURI_ST FRANCOIS,2.060566535,0.784117212,1.88E-10,632
633,MICHIGAN,CHIPPEWA,MICHIGAN_CHIPPEWA,1.129166667,0.392715179,0.118927621,633
634,MISSOURI,SHANNON,MISSOURI_SHANNON,-0.166323529,-0.057354903,0.832901198,634
635,MISSOURI,BENTON,MISSOURI_BENTON,1.634666975,0.6120012,4.86E-06,635
636,MISSOURI,GASCONADE,MISSOURI_GASCONADE,1.584261077,0.761003479,5.85E-11,636
637,MISSOURI,MARIES,MISSOURI_MARIES,1.59605102,0.74433373,8.78E-10,637
638,MISSOURI,DUNKLIN,MISSOURI_DUNKLIN,2.151563025,0.901202616,4.71E-19,638
639,INDIANA,ST. JOSEPH,INDIANA_ST. JOSEPH,1.739148809,0.888101706,1.66E-18,639
640,WISCONSIN,GREEN,WISCONSIN_GREEN,2.024425339,0.815044934,3.35E-13,640
641,ILLINOIS,WHITESIDE,ILLINOIS_WHITESIDE,2.136275933,0.873394864,3.04E-17,641
642,IOWA,DES MOINES,IOWA_DES MOINES,1.756941176,0.740567303,5.23E-10,642
643,MICHIGAN,LEELANAU,MICHIGAN_LEELANAU,0.527018193,0.371673188,0.010982099,643
644,MICHIGAN,EMMET,MICHIGAN_EMMET,0.893199436,0.605808358,1.32E-05,644
645,ILLINOIS,BOONE,ILLINOIS_BOONE,2.079312217,0.850732378,2.71E-15,645
646,KANSAS,ELLSWORTH,KANSAS_ELLSWORTH,0.510919325,0.215953621,0.180780459,646
